nivel,tipo,curso,semestre,matriculados
Mestrado,Acadêmico,Economia,2013-2,3
Mestrado,Acadêmico,Economia,2014-1,15
Mestrado,Acadêmico,Economia,2014-2,4
Mestrado,Acadêmico,Economia,2015-1,12
Mestrado,Acadêmico,Economia,2015-2,1
Mestrado,Acadêmico,Economia,2016-1,11
Mestrado,Acadêmico,Economia,2016-2,7
Mestrado,Acadêmico,Economia,2017-1,10
Mestrado,Acadêmico,Economia,2017-2,4
Mestrado,Acadêmico,Economia,2018-1,10
Mestrado,Acadêmico,Economia,2018-2,3
Mestrado,Acadêmico,Economia,2019-1,11
Mestrado,Acadêmico,Economia,2019-2,0
Mestrado,Acadêmico,Economia,2020-1,10
Mestrado,Acadêmico,Economia,2020-2,4
Mestrado,Acadêmico,Economia,2021-1,6
Mestrado,Acadêmico,Economia,2021-2,3
Mestrado,Acadêmico,Economia,2022-1,6
Mestrado,Acadêmico,Economia,2022-2,4
Mestrado,Acadêmico,Economia,2023-1,8
Mestrado,Acadêmico,Economia,2023-2,5
Mestrado,Acadêmico,Economia,2024-1,9
Mestrado,Acadêmico,Economia Aplicada,2010-1,10
Mestrado,Acadêmico,Economia Aplicada,2010-2,6
Mestrado,Acadêmico,Economia Aplicada,2011-1,10
Mestrado,Acadêmico,Economia Aplicada,2011-2,5
Mestrado,Acadêmico,Economia Aplicada,2012-1,7
Mestrado,Acadêmico,Economia Aplicada,2012-2,6
Mestrado,Acadêmico,Economia Aplicada,2013-1,8
Mestrado,Acadêmico,Economia Aplicada,2013-2,2
Mestrado,Acadêmico,Economia Aplicada,2014-1,12
Mestrado,Acadêmico,Economia Aplicada,2014-2,1
Mestrado,Acadêmico,Economia Aplicada,2015-1,11
Mestrado,Acadêmico,Economia Aplicada,2015-2,8
Mestrado,Acadêmico,Economia Aplicada,2016-1,10
Mestrado,Acadêmico,Economia Aplicada,2016-2,2
Mestrado,Acadêmico,Economia Aplicada,2017-1,10
Mestrado,Acadêmico,Economia Aplicada,2017-2,9
Mestrado,Acadêmico,Economia Aplicada,2018-1,13
Mestrado,Acadêmico,Economia Aplicada,2018-2,0
Mestrado,Acadêmico,Economia Aplicada,2019-1,13
Mestrado,Acadêmico,Economia Aplicada,2019-2,2
Mestrado,Acadêmico,Economia Aplicada,2020-1,17
Mestrado,Acadêmico,Economia Aplicada,2020-2,2
Mestrado,Acadêmico,Economia Aplicada,2021-1,11
Mestrado,Acadêmico,Economia Aplicada,2021-2,0
Mestrado,Acadêmico,Economia Aplicada,2022-1,14
Mestrado,Acadêmico,Economia Aplicada,2022-2,1
Mestrado,Acadêmico,Economia Aplicada,2023-1,4
Mestrado,Acadêmico,Economia Aplicada,2023-2,4
Mestrado,Acadêmico,Economia Aplicada,2024-1,14
Mestrado,Acadêmico,Economia Doméstica,2010-1,16
Mestrado,Acadêmico,Economia Doméstica,2010-2,0
Mestrado,Acadêmico,Economia Doméstica,2011-1,13
Mestrado,Acadêmico,Economia Doméstica,2011-2,0
Mestrado,Acadêmico,Economia Doméstica,2012-1,17
Mestrado,Acadêmico,Economia Doméstica,2012-2,0
Mestrado,Acadêmico,Economia Doméstica,2013-1,23
Mestrado,Acadêmico,Economia Doméstica,2013-2,0
Mestrado,Acadêmico,Economia Doméstica,2014-1,28
Mestrado,Acadêmico,Economia Doméstica,2014-2,0
Mestrado,Acadêmico,Economia Doméstica,2015-1,22
Mestrado,Acadêmico,Economia Doméstica,2015-2,0
Mestrado,Acadêmico,Economia Doméstica,2016-1,22
Mestrado,Acadêmico,Economia Doméstica,2016-2,0
Mestrado,Acadêmico,Economia Doméstica,2017-1,20
Mestrado,Acadêmico,Economia Doméstica,2017-2,0
Mestrado,Acadêmico,Economia Doméstica,2018-1,11
Mestrado,Acadêmico,Economia Doméstica,2018-2,0
Mestrado,Acadêmico,Economia Doméstica,2019-1,18
Mestrado,Acadêmico,Economia Doméstica,2019-2,0
Mestrado,Acadêmico,Economia Doméstica,2020-1,13
Mestrado,Acadêmico,Economia Doméstica,2020-2,0
Mestrado,Acadêmico,Economia Doméstica,2021-1,10
Mestrado,Acadêmico,Economia Doméstica,2021-2,1
Mestrado,Acadêmico,Economia Doméstica,2022-1,13
Mestrado,Acadêmico,Economia Doméstica,2022-2,13
Mestrado,Acadêmico,Economia Doméstica,2023-1,12
Mestrado,Acadêmico,Economia Doméstica,2023-2,0
Mestrado,Acadêmico,Economia Doméstica,2024-1,21
Mestrado,Acadêmico,Educação,2010-1,10
Mestrado,Acadêmico,Educação,2010-2,0
Mestrado,Acadêmico,Educação,2011-1,14
Mestrado,Acadêmico,Educação,2011-2,0
Mestrado,Acadêmico,Educação,2012-1,12
Mestrado,Acadêmico,Educação,2012-2,0
Mestrado,Acadêmico,Educação,2013-1,20
Mestrado,Acadêmico,Educação,2013-2,0
Mestrado,Acadêmico,Educação,2014-1,20
Mestrado,Acadêmico,Educação,2014-2,0
Mestrado,Acadêmico,Educação,2015-1,25
Mestrado,Acadêmico,Educação,2015-2,0
Mestrado,Acadêmico,Educação,2016-1,25
Mestrado,Acadêmico,Educação,2016-2,0
Mestrado,Acadêmico,Educação,2017-1,20
Mestrado,Acadêmico,Educação,2017-2,0
Mestrado,Acadêmico,Educação,2018-1,24
Mestrado,Acadêmico,Educação,2018-2,0
Mestrado,Acadêmico,Educação,2019-1,25
Mestrado,Acadêmico,Educação,2019-2,0
Mestrado,Acadêmico,Educação,2020-1,20
Mestrado,Acadêmico,Educação,2020-2,0
Mestrado,Acadêmico,Educação,2021-1,23
Mestrado,Acadêmico,Educação,2021-2,0
Mestrado,Acadêmico,Educação,2022-1,25
Mestrado,Acadêmico,Educação,2022-2,0
Mestrado,Acadêmico,Educação,2023-1,26
Mestrado,Acadêmico,Educação,2023-2,0
Mestrado,Acadêmico,Educação,2024-1,22
Mestrado,Acadêmico,Educação Física,2010-1,10
Mestrado,Acadêmico,Educação Física,2010-2,0
Mestrado,Acadêmico,Educação Física,2011-1,14
Mestrado,Acadêmico,Educação Física,2011-2,0
Mestrado,Acadêmico,Educação Física,2012-1,15
Mestrado,Acadêmico,Educação Física,2012-2,0
Mestrado,Acadêmico,Educação Física,2013-1,0
Mestrado,Acadêmico,Educação Física,2013-2,7
Mestrado,Acadêmico,Educação Física,2014-1,0
Mestrado,Acadêmico,Educação Física,2014-2,14
Mestrado,Acadêmico,Educação Física,2015-1,0
Mestrado,Acadêmico,Educação Física,2015-2,9
Mestrado,Acadêmico,Educação Física,2016-1,0
Mestrado,Acadêmico,Educação Física,2016-2,17
Mestrado,Acadêmico,Educação Física,2017-1,0
Mestrado,Acadêmico,Educação Física,2017-2,9
Mestrado,Acadêmico,Educação Física,2018-1,0
Mestrado,Acadêmico,Educação Física,2018-2,6
Mestrado,Acadêmico,Educação Física,2019-1,0
Mestrado,Acadêmico,Educação Física,2019-2,4
Mestrado,Acadêmico,Educação Física,2020-1,0
Mestrado,Acadêmico,Educação Física,2020-2,7
Mestrado,Acadêmico,Educação Física,2021-1,0
Mestrado,Acadêmico,Educação Física,2021-2,13
Mestrado,Acadêmico,Educação Física,2022-1,0
Mestrado,Acadêmico,Educação Física,2022-2,9
Mestrado,Acadêmico,Educação Física,2023-1,0
Mestrado,Acadêmico,Educação Física,2023-2,10
Mestrado,Acadêmico,Educação Física,2024-1,0
Mestrado,Acadêmico,Engenharia Agrícola,2010-1,10
Mestrado,Acadêmico,Engenharia Agrícola,2010-2,8
Mestrado,Acadêmico,Engenharia Agrícola,2011-1,12
Mestrado,Acadêmico,Engenharia Agrícola,2011-2,18
Mestrado,Acadêmico,Engenharia Agrícola,2012-1,11
Mestrado,Acadêmico,Engenharia Agrícola,2012-2,12
Mestrado,Acadêmico,Engenharia Agrícola,2013-1,13
Mestrado,Acadêmico,Engenharia Agrícola,2013-2,15
Mestrado,Acadêmico,Engenharia Agrícola,2014-1,17
Mestrado,Acadêmico,Engenharia Agrícola,2014-2,15
Mestrado,Acadêmico,Engenharia Agrícola,2015-1,12
Mestrado,Acadêmico,Engenharia Agrícola,2015-2,14
Mestrado,Acadêmico,Engenharia Agrícola,2016-1,14
Mestrado,Acadêmico,Engenharia Agrícola,2016-2,12
Mestrado,Acadêmico,Engenharia Agrícola,2017-1,16
Mestrado,Acadêmico,Engenharia Agrícola,2017-2,15
Mestrado,Acadêmico,Engenharia Agrícola,2018-1,12
Mestrado,Acadêmico,Engenharia Agrícola,2018-2,10
Mestrado,Acadêmico,Engenharia Agrícola,2019-1,15
Mestrado,Acadêmico,Engenharia Agrícola,2019-2,12
Mestrado,Acadêmico,Engenharia Agrícola,2020-1,19
Mestrado,Acadêmico,Engenharia Agrícola,2020-2,16
Mestrado,Acadêmico,Engenharia Agrícola,2021-1,10
Mestrado,Acadêmico,Engenharia Agrícola,2021-2,8
Mestrado,Acadêmico,Engenharia Agrícola,2022-1,9
Mestrado,Acadêmico,Engenharia Agrícola,2022-2,9
Mestrado,Acadêmico,Engenharia Agrícola,2023-1,10
Mestrado,Acadêmico,Engenharia Agrícola,2023-2,12
Mestrado,Acadêmico,Engenharia Agrícola,2024-1,13
Mestrado,Acadêmico,Engenharia Civil,2010-1,21
Mestrado,Acadêmico,Engenharia Civil,2010-2,9
Mestrado,Acadêmico,Engenharia Civil,2011-1,18
Mestrado,Acadêmico,Engenharia Civil,2011-2,15
Mestrado,Acadêmico,Engenharia Civil,2012-1,17
Mestrado,Acadêmico,Engenharia Civil,2012-2,4
Mestrado,Acadêmico,Engenharia Civil,2013-1,12
Mestrado,Acadêmico,Engenharia Civil,2013-2,2
Mestrado,Acadêmico,Engenharia Civil,2014-1,29
Mestrado,Acadêmico,Engenharia Civil,2014-2,0
Mestrado,Acadêmico,Engenharia Civil,2015-1,31
Mestrado,Acadêmico,Engenharia Civil,2015-2,0
Mestrado,Acadêmico,Engenharia Civil,2016-1,33
Mestrado,Acadêmico,Engenharia Civil,2016-2,0
Mestrado,Acadêmico,Engenharia Civil,2017-1,48
Mestrado,Acadêmico,Engenharia Civil,2017-2,0
Mestrado,Acadêmico,Engenharia Civil,2018-1,18
Mestrado,Acadêmico,Engenharia Civil,2018-2,0
Mestrado,Acadêmico,Engenharia Civil,2019-1,28
Mestrado,Acadêmico,Engenharia Civil,2019-2,3
Mestrado,Acadêmico,Engenharia Civil,2020-1,17
Mestrado,Acadêmico,Engenharia Civil,2020-2,0
Mestrado,Acadêmico,Engenharia Civil,2021-1,22
Mestrado,Acadêmico,Engenharia Civil,2021-2,0
Mestrado,Acadêmico,Engenharia Civil,2022-1,12
Mestrado,Acadêmico,Engenharia Civil,2022-2,7
Mestrado,Acadêmico,Engenharia Civil,2023-1,16
Mestrado,Acadêmico,Engenharia Civil,2023-2,0
Mestrado,Acadêmico,Engenharia Civil,2024-1,19
Mestrado,Acadêmico,Engenharia Química,2010-1,0
Mestrado,Acadêmico,Engenharia Química,2010-2,0
Mestrado,Acadêmico,Engenharia Química,2011-1,0
Mestrado,Acadêmico,Engenharia Química,2011-2,0
Mestrado,Acadêmico,Engenharia Química,2012-1,0
Mestrado,Acadêmico,Engenharia Química,2012-2,0
Mestrado,Acadêmico,Engenharia Química,2013-1,0
Mestrado,Acadêmico,Engenharia Química,2013-2,0
Mestrado,Acadêmico,Engenharia Química,2014-1,0
Mestrado,Acadêmico,Engenharia Química,2014-2,0
Mestrado,Acadêmico,Engenharia Química,2015-1,0
Mestrado,Acadêmico,Engenharia Química,2015-2,0
Mestrado,Acadêmico,Engenharia Química,2016-1,9
Mestrado,Acadêmico,Engenharia Química,2016-2,8
Mestrado,Acadêmico,Engenharia Química,2017-1,13
Mestrado,Acadêmico,Engenharia Química,2017-2,0
Mestrado,Acadêmico,Engenharia Química,2018-1,11
Mestrado,Acadêmico,Engenharia Química,2018-2,0
Mestrado,Acadêmico,Engenharia Química,2019-1,9
Mestrado,Acadêmico,Engenharia Química,2019-2,0
Mestrado,Acadêmico,Engenharia Química,2020-1,11
Mestrado,Acadêmico,Engenharia Química,2020-2,0
Mestrado,Acadêmico,Engenharia Química,2021-1,5
Mestrado,Acadêmico,Engenharia Química,2021-2,0
Mestrado,Acadêmico,Engenharia Química,2022-1,4
Mestrado,Acadêmico,Engenharia Química,2022-2,4
Mestrado,Acadêmico,Engenharia Química,2023-1,7
Mestrado,Acadêmico,Engenharia Química,2023-2,2
Mestrado,Acadêmico,Engenharia Química,2024-1,3
Mestrado,Acadêmico,Entomologia,2010-1,10
Mestrado,Acadêmico,Entomologia,2010-2,12
Mestrado,Acadêmico,Entomologia,2011-1,7
Mestrado,Acadêmico,Entomologia,2011-2,7
Mestrado,Acadêmico,Entomologia,2012-1,10
Mestrado,Acadêmico,Entomologia,2012-2,8
Mestrado,Acadêmico,Entomologia,2013-1,17
Mestrado,Acadêmico,Entomologia,2013-2,8
Mestrado,Acadêmico,Entomologia,2014-1,16
Mestrado,Acadêmico,Entomologia,2014-2,9
Mestrado,Acadêmico,Entomologia,2015-1,14
Mestrado,Acadêmico,Entomologia,2015-2,6
Mestrado,Acadêmico,Entomologia,2016-1,12
Mestrado,Acadêmico,Entomologia,2016-2,11
Mestrado,Acadêmico,Entomologia,2017-1,15
Mestrado,Acadêmico,Entomologia,2017-2,8
Mestrado,Acadêmico,Entomologia,2018-1,11
Mestrado,Acadêmico,Entomologia,2018-2,11
Mestrado,Acadêmico,Entomologia,2019-1,9
Mestrado,Acadêmico,Entomologia,2019-2,10
Mestrado,Acadêmico,Entomologia,2020-1,15
Mestrado,Acadêmico,Entomologia,2020-2,6
Mestrado,Acadêmico,Entomologia,2021-1,7
Mestrado,Acadêmico,Entomologia,2021-2,7
Mestrado,Acadêmico,Entomologia,2022-1,10
Mestrado,Acadêmico,Entomologia,2022-2,8
Mestrado,Acadêmico,Entomologia,2023-1,10
Mestrado,Acadêmico,Entomologia,2023-2,9
Mestrado,Acadêmico,Entomologia,2024-1,10
Mestrado,Acadêmico,Estatística Aplicada e Biometria,2010-1,8
Mestrado,Acadêmico,Estatística Aplicada e Biometria,2010-2,8
Mestrado,Acadêmico,Estatística Aplicada e Biometria,2011-1,7
Mestrado,Acadêmico,Estatística Aplicada e Biometria,2011-2,1
Mestrado,Acadêmico,Estatística Aplicada e Biometria,2012-1,13
Mestrado,Acadêmico,Estatística Aplicada e Biometria,2012-2,0
Mestrado,Acadêmico,Estatística Aplicada e Biometria,2013-1,5
Mestrado,Acadêmico,Estatística Aplicada e Biometria,2013-2,5
Mestrado,Acadêmico,Estatística Aplicada e Biometria,2014-1,10
Mestrado,Acadêmico,Estatística Aplicada e Biometria,2014-2,0
Mestrado,Acadêmico,Estatística Aplicada e Biometria,2015-1,7
Mestrado,Acadêmico,Estatística Aplicada e Biometria,2015-2,0
Mestrado,Acadêmico,Estatística Aplicada e Biometria,2016-1,11
Mestrado,Acadêmico,Estatística Aplicada e Biometria,2016-2,0
Mestrado,Acadêmico,Estatística Aplicada e Biometria,2017-1,4
Mestrado,Acadêmico,Estatística Aplicada e Biometria,2017-2,2
Mestrado,Acadêmico,Estatística Aplicada e Biometria,2018-1,7
Mestrado,Acadêmico,Estatística Aplicada e Biometria,2018-2,5
Mestrado,Acadêmico,Estatística Aplicada e Biometria,2019-1,4
Mestrado,Acadêmico,Estatística Aplicada e Biometria,2019-2,4
Mestrado,Acadêmico,Estatística Aplicada e Biometria,2020-1,8
Mestrado,Acadêmico,Estatística Aplicada e Biometria,2020-2,4
Mestrado,Acadêmico,Estatística Aplicada e Biometria,2021-1,4
Mestrado,Acadêmico,Estatística Aplicada e Biometria,2021-2,1
Mestrado,Acadêmico,Estatística Aplicada e Biometria,2022-1,4
Mestrado,Acadêmico,Estatística Aplicada e Biometria,2022-2,5
Mestrado,Acadêmico,Estatística Aplicada e Biometria,2023-1,3
Mestrado,Acadêmico,Estatística Aplicada e Biometria,2023-2,7
Mestrado,Acadêmico,Estatística Aplicada e Biometria,2024-1,2
Mestrado,Acadêmico,Extensão Rural,2010-1,15
Mestrado,Acadêmico,Extensão Rural,2010-2,15
Mestrado,Acadêmico,Extensão Rural,2011-1,13
Mestrado,Acadêmico,Extensão Rural,2011-2,0
Mestrado,Acadêmico,Extensão Rural,2012-1,14
Mestrado,Acadêmico,Extensão Rural,2012-2,0
Mestrado,Acadêmico,Extensão Rural,2013-1,16
Mestrado,Acadêmico,Extensão Rural,2013-2,0
Mestrado,Acadêmico,Extensão Rural,2014-1,15
Mestrado,Acadêmico,Extensão Rural,2014-2,0
Mestrado,Acadêmico,Extensão Rural,2015-1,8
Mestrado,Acadêmico,Extensão Rural,2015-2,9
Mestrado,Acadêmico,Extensão Rural,2016-1,7
Mestrado,Acadêmico,Extensão Rural,2016-2,8
Mestrado,Acadêmico,Extensão Rural,2017-1,8
Mestrado,Acadêmico,Extensão Rural,2017-2,7
Mestrado,Acadêmico,Extensão Rural,2018-1,7
Mestrado,Acadêmico,Extensão Rural,2018-2,5
Mestrado,Acadêmico,Extensão Rural,2019-1,6
Mestrado,Acadêmico,Extensão Rural,2019-2,6
Mestrado,Acadêmico,Extensão Rural,2020-1,4
Mestrado,Acadêmico,Extensão Rural,2020-2,3
Mestrado,Acadêmico,Extensão Rural,2021-1,4
Mestrado,Acadêmico,Extensão Rural,2021-2,7
Mestrado,Acadêmico,Extensão Rural,2022-1,3
Mestrado,Acadêmico,Extensão Rural,2022-2,8
Mestrado,Acadêmico,Extensão Rural,2023-1,0
Mestrado,Acadêmico,Extensão Rural,2023-2,3
Mestrado,Acadêmico,Extensão Rural,2024-1,5
Mestrado,Acadêmico,Física,2010-1,0
Mestrado,Acadêmico,Física,2010-2,0
Mestrado,Acadêmico,Física,2011-1,0
Mestrado,Acadêmico,Física,2011-2,0
Mestrado,Acadêmico,Física,2012-1,0
Mestrado,Acadêmico,Física,2012-2,0
Mestrado,Acadêmico,Física,2013-1,0
Mestrado,Acadêmico,Física,2013-2,0
Mestrado,Acadêmico,Física,2014-1,0
Mestrado,Acadêmico,Física,2014-2,0
Mestrado,Acadêmico,Física,2015-1,0
Mestrado,Acadêmico,Física,2015-2,0
Mestrado,Acadêmico,Física,2016-1,0
Mestrado,Acadêmico,Física,2016-2,0
Mestrado,Acadêmico,Física,2017-1,5
Mestrado,Acadêmico,Física,2017-2,1
Mestrado,Acadêmico,Física,2018-1,3
Mestrado,Acadêmico,Física,2018-2,8
Mestrado,Acadêmico,Física,2019-1,8
Mestrado,Acadêmico,Física,2019-2,4
Mestrado,Acadêmico,Física,2020-1,6
Mestrado,Acadêmico,Física,2020-2,4
Mestrado,Acadêmico,Física,2021-1,4
Mestrado,Acadêmico,Física,2021-2,5
Mestrado,Acadêmico,Física,2022-1,6
Mestrado,Acadêmico,Física,2022-2,6
Mestrado,Acadêmico,Física,2023-1,5
Mestrado,Acadêmico,Física,2023-2,5
Mestrado,Acadêmico,Física,2024-1,6
Mestrado,Acadêmico,Física Aplicada,2010-1,5
Mestrado,Acadêmico,Física Aplicada,2010-2,4
Mestrado,Acadêmico,Física Aplicada,2011-1,5
Mestrado,Acadêmico,Física Aplicada,2011-2,4
Mestrado,Acadêmico,Física Aplicada,2012-1,5
Mestrado,Acadêmico,Física Aplicada,2012-2,1
Mestrado,Acadêmico,Física Aplicada,2013-1,3
Mestrado,Acadêmico,Física Aplicada,2013-2,5
Mestrado,Acadêmico,Física Aplicada,2014-1,10
Mestrado,Acadêmico,Física Aplicada,2014-2,3
Mestrado,Acadêmico,Física Aplicada,2015-1,7
Mestrado,Acadêmico,Física Aplicada,2015-2,6
Mestrado,Acadêmico,Física Aplicada,2016-1,6
Mestrado,Acadêmico,Física Aplicada,2016-2,4
Mestrado,Acadêmico,Física Aplicada,2017-1,0
Mestrado,Acadêmico,Física Aplicada,2017-2,0
Mestrado,Acadêmico,Física Aplicada,2018-1,0
Mestrado,Acadêmico,Física Aplicada,2018-2,0
Mestrado,Acadêmico,Física Aplicada,2019-1,0
Mestrado,Acadêmico,Física Aplicada,2019-2,0
Mestrado,Acadêmico,Física Aplicada,2020-1,0
Mestrado,Acadêmico,Física Aplicada,2020-2,0
Mestrado,Acadêmico,Física Aplicada,2021-1,0
Mestrado,Acadêmico,Física Aplicada,2021-2,0
Mestrado,Acadêmico,Física Aplicada,2022-1,0
Mestrado,Acadêmico,Física Aplicada,2022-2,0
Mestrado,Acadêmico,Física Aplicada,2023-1,0
Mestrado,Acadêmico,Física Aplicada,2023-2,0
Mestrado,Acadêmico,Física Aplicada,2024-1,0
Mestrado,Acadêmico,Fisiologia Vegetal,2010-1,7
Mestrado,Acadêmico,Fisiologia Vegetal,2010-2,4
Mestrado,Acadêmico,Fisiologia Vegetal,2011-1,11
Mestrado,Acadêmico,Fisiologia Vegetal,2011-2,2
Mestrado,Acadêmico,Fisiologia Vegetal,2012-1,8
Mestrado,Acadêmico,Fisiologia Vegetal,2012-2,6
Mestrado,Acadêmico,Fisiologia Vegetal,2013-1,6
Mestrado,Acadêmico,Fisiologia Vegetal,2013-2,11
Mestrado,Acadêmico,Fisiologia Vegetal,2014-1,10
Mestrado,Acadêmico,Fisiologia Vegetal,2014-2,7
Mestrado,Acadêmico,Fisiologia Vegetal,2015-1,9
Mestrado,Acadêmico,Fisiologia Vegetal,2015-2,6
Mestrado,Acadêmico,Fisiologia Vegetal,2016-1,3
Mestrado,Acadêmico,Fisiologia Vegetal,2016-2,2
Mestrado,Acadêmico,Fisiologia Vegetal,2017-1,8
Mestrado,Acadêmico,Fisiologia Vegetal,2017-2,5
Mestrado,Acadêmico,Fisiologia Vegetal,2018-1,7
Mestrado,Acadêmico,Fisiologia Vegetal,2018-2,2
Mestrado,Acadêmico,Fisiologia Vegetal,2019-1,5
Mestrado,Acadêmico,Fisiologia Vegetal,2019-2,8
Mestrado,Acadêmico,Fisiologia Vegetal,2020-1,7
Mestrado,Acadêmico,Fisiologia Vegetal,2020-2,8
Mestrado,Acadêmico,Fisiologia Vegetal,2021-1,2
Mestrado,Acadêmico,Fisiologia Vegetal,2021-2,5
Mestrado,Acadêmico,Fisiologia Vegetal,2022-1,5
Mestrado,Acadêmico,Fisiologia Vegetal,2022-2,6
Mestrado,Acadêmico,Fisiologia Vegetal,2023-1,6
Mestrado,Acadêmico,Fisiologia Vegetal,2023-2,7
Mestrado,Acadêmico,Fisiologia Vegetal,2024-1,6
Mestrado,Acadêmico,Fitopatologia,2010-1,10
Mestrado,Acadêmico,Fitopatologia,2010-2,6
Mestrado,Acadêmico,Fitopatologia,2011-1,9
Mestrado,Acadêmico,Fitopatologia,2011-2,6
Mestrado,Acadêmico,Fitopatologia,2012-1,9
Mestrado,Acadêmico,Fitopatologia,2012-2,9
Mestrado,Acadêmico,Fitopatologia,2013-1,7
Mestrado,Acadêmico,Fitopatologia,2013-2,4
Mestrado,Acadêmico,Fitopatologia,2014-1,10
Mestrado,Acadêmico,Fitopatologia,2014-2,6
Mestrado,Acadêmico,Fitopatologia,2015-1,7
Mestrado,Acadêmico,Fitopatologia,2015-2,6
Mestrado,Acadêmico,Fitopatologia,2016-1,10
Mestrado,Acadêmico,Fitopatologia,2016-2,5
Mestrado,Acadêmico,Fitopatologia,2017-1,8
Mestrado,Acadêmico,Fitopatologia,2017-2,5
Mestrado,Acadêmico,Fitopatologia,2018-1,8
Mestrado,Acadêmico,Fitopatologia,2018-2,3
Mestrado,Acadêmico,Fitopatologia,2019-1,7
Mestrado,Acadêmico,Fitopatologia,2019-2,4
Mestrado,Acadêmico,Fitopatologia,2020-1,8
Mestrado,Acadêmico,Fitopatologia,2020-2,4
Mestrado,Acadêmico,Fitopatologia,2021-1,5
Mestrado,Acadêmico,Fitopatologia,2021-2,2
Mestrado,Acadêmico,Fitopatologia,2022-1,13
Mestrado,Acadêmico,Fitopatologia,2022-2,4
Mestrado,Acadêmico,Fitopatologia,2023-1,4
Mestrado,Acadêmico,Fitopatologia,2023-2,8
Mestrado,Acadêmico,Fitopatologia,2024-1,8
Mestrado,Acadêmico,Fitotecnia,2010-1,10
Mestrado,Acadêmico,Fitotecnia,2010-2,14
Mestrado,Acadêmico,Fitotecnia,2011-1,15
Mestrado,Acadêmico,Fitotecnia,2011-2,21
Mestrado,Acadêmico,Fitotecnia,2012-1,9
Mestrado,Acadêmico,Fitotecnia,2012-2,16
Mestrado,Acadêmico,Fitotecnia,2013-1,8
Mestrado,Acadêmico,Fitotecnia,2013-2,20
Mestrado,Acadêmico,Fitotecnia,2014-1,15
Mestrado,Acadêmico,Fitotecnia,2014-2,11
Mestrado,Acadêmico,Fitotecnia,2015-1,14
Mestrado,Acadêmico,Fitotecnia,2015-2,16
Mestrado,Acadêmico,Fitotecnia,2016-1,16
Mestrado,Acadêmico,Fitotecnia,2016-2,9
Mestrado,Acadêmico,Fitotecnia,2017-1,23
Mestrado,Acadêmico,Fitotecnia,2017-2,14
Mestrado,Acadêmico,Fitotecnia,2018-1,15
Mestrado,Acadêmico,Fitotecnia,2018-2,13
Mestrado,Acadêmico,Fitotecnia,2019-1,16
Mestrado,Acadêmico,Fitotecnia,2019-2,16
Mestrado,Acadêmico,Fitotecnia,2020-1,20
Mestrado,Acadêmico,Fitotecnia,2020-2,5
Mestrado,Acadêmico,Fitotecnia,2021-1,8
Mestrado,Acadêmico,Fitotecnia,2021-2,11
Mestrado,Acadêmico,Fitotecnia,2022-1,11
Mestrado,Acadêmico,Fitotecnia,2022-2,7
Mestrado,Acadêmico,Fitotecnia,2023-1,5
Mestrado,Acadêmico,Fitotecnia,2023-2,13
Mestrado,Acadêmico,Fitotecnia,2024-1,13
Mestrado,Acadêmico,Genética e Melhoramento,2010-1,10
Mestrado,Acadêmico,Genética e Melhoramento,2010-2,11
Mestrado,Acadêmico,Genética e Melhoramento,2011-1,11
Mestrado,Acadêmico,Genética e Melhoramento,2011-2,7
Mestrado,Acadêmico,Genética e Melhoramento,2012-1,9
Mestrado,Acadêmico,Genética e Melhoramento,2012-2,10
Mestrado,Acadêmico,Genética e Melhoramento,2013-1,8
Mestrado,Acadêmico,Genética e Melhoramento,2013-2,5
Mestrado,Acadêmico,Genética e Melhoramento,2014-1,12
Mestrado,Acadêmico,Genética e Melhoramento,2014-2,8
Mestrado,Acadêmico,Genética e Melhoramento,2015-1,7
Mestrado,Acadêmico,Genética e Melhoramento,2015-2,10
Mestrado,Acadêmico,Genética e Melhoramento,2016-1,11
Mestrado,Acadêmico,Genética e Melhoramento,2016-2,10
Mestrado,Acadêmico,Genética e Melhoramento,2017-1,5
Mestrado,Acadêmico,Genética e Melhoramento,2017-2,11
Mestrado,Acadêmico,Genética e Melhoramento,2018-1,9
Mestrado,Acadêmico,Genética e Melhoramento,2018-2,9
Mestrado,Acadêmico,Genética e Melhoramento,2019-1,9
Mestrado,Acadêmico,Genética e Melhoramento,2019-2,11
Mestrado,Acadêmico,Genética e Melhoramento,2020-1,29
Mestrado,Acadêmico,Genética e Melhoramento,2020-2,4
Mestrado,Acadêmico,Genética e Melhoramento,2021-1,5
Mestrado,Acadêmico,Genética e Melhoramento,2021-2,11
Mestrado,Acadêmico,Genética e Melhoramento,2022-1,14
Mestrado,Acadêmico,Genética e Melhoramento,2022-2,8
Mestrado,Acadêmico,Genética e Melhoramento,2023-1,1
Mestrado,Acadêmico,Genética e Melhoramento,2023-2,5
Mestrado,Acadêmico,Genética e Melhoramento,2024-1,11
Mestrado,Acadêmico,Geografia,2010-1,0
Mestrado,Acadêmico,Geografia,2010-2,0
Mestrado,Acadêmico,Geografia,2011-1,0
Mestrado,Acadêmico,Geografia,2011-2,0
Mestrado,Acadêmico,Geografia,2012-1,0
Mestrado,Acadêmico,Geografia,2012-2,0
Mestrado,Acadêmico,Geografia,2013-1,0
Mestrado,Acadêmico,Geografia,2013-2,0
Mestrado,Acadêmico,Geografia,2014-1,0
Mestrado,Acadêmico,Geografia,2014-2,0
